Date,BTC-USD
2019-12-17,6640.515137
2019-12-18,7276.802734
2019-12-19,7202.844238
2019-12-20,7218.816406
2019-12-21,7191.158691
2019-12-22,7511.588867
2019-12-23,7355.628418
2019-12-24,7322.532227
2019-12-25,7275.155762
2019-12-26,7238.966797
2019-12-27,7290.088379
2019-12-28,7317.990234
2019-12-29,7422.652832
2019-12-30,7292.995117
2019-12-31,7193.599121
2020-01-01,7200.174316
2020-01-02,6985.470215
2020-01-03,7344.884277
2020-01-04,7410.656738
2020-01-05,7411.317383
2020-01-06,7769.219238
2020-01-07,8163.692383
2020-01-08,8079.862793
2020-01-09,7879.071289
2020-01-10,8166.554199
2020-01-11,8037.537598
2020-01-12,8192.494141
2020-01-13,8144.194336
2020-01-14,8827.764648
2020-01-15,8807.010742
2020-01-16,8723.786133
2020-01-17,8929.038086
2020-01-18,8942.808594
2020-01-19,8706.245117
2020-01-20,8657.642578
2020-01-21,8745.894531
2020-01-22,8680.875977
2020-01-23,8406.515625
2020-01-24,8445.43457
2020-01-25,8367.847656
2020-01-26,8596.830078
2020-01-27,8909.819336
2020-01-28,9358.589844
2020-01-29,9316.629883
2020-01-30,9508.993164
2020-01-31,9350.529297
2020-02-01,9392.875
2020-02-02,9344.365234
2020-02-03,9293.521484
2020-02-04,9180.962891
2020-02-05,9613.423828
2020-02-06,9729.801758
2020-02-07,9795.943359
2020-02-08,9865.119141
2020-02-09,10116.67383
2020-02-10,9856.611328
2020-02-11,10208.23633
2020-02-12,10326.05469
2020-02-13,10214.37988
2020-02-14,10312.11621
2020-02-15,9889.424805
2020-02-16,9934.433594
2020-02-17,9690.142578
2020-02-18,10141.99609
2020-02-19,9633.386719
2020-02-20,9608.475586
2020-02-21,9686.441406
2020-02-22,9663.181641
2020-02-23,9924.515625
2020-02-24,9650.174805
2020-02-25,9341.705078
2020-02-26,8820.522461
2020-02-27,8784.494141
2020-02-28,8672.455078
2020-02-29,8599.508789
2020-03-01,8562.454102
2020-03-02,8869.669922
2020-03-03,8787.786133
2020-03-04,8755.246094
2020-03-05,9078.762695
2020-03-06,9122.545898
2020-03-07,8909.954102
2020-03-08,8108.116211
2020-03-09,7923.644531
2020-03-10,7909.729492
2020-03-11,7911.430176
2020-03-12,4970.788086
2020-03-13,5563.707031
2020-03-14,5200.366211
2020-03-15,5392.314941
2020-03-16,5014.47998
2020-03-17,5225.629395
2020-03-18,5238.438477
2020-03-19,6191.192871
2020-03-20,6198.77832
2020-03-21,6185.066406
2020-03-22,5830.254883
2020-03-23,6416.314941
2020-03-24,6734.803711
2020-03-25,6681.062988
2020-03-26,6716.44043
2020-03-27,6469.79834
2020-03-28,6242.193848
2020-03-29,6429.841797
2020-03-30,5922.042969
2020-03-31,6438.644531
2020-04-01,6606.776367
2020-04-02,6793.624512
2020-04-03,6733.387207
2020-04-04,6867.527344
2020-04-05,6791.129395
2020-04-06,7271.78125
2020-04-07,7176.414551
2020-04-08,7334.098633
2020-04-09,7302.089355
2020-04-10,6865.493164
2020-04-11,6859.083008
2020-04-12,6971.091797
2020-04-13,6845.037598
2020-04-14,6842.427734
2020-04-15,6642.109863
2020-04-16,7116.804199
2020-04-17,7096.18457
2020-04-18,7257.665039
2020-04-19,7189.424805
2020-04-20,6881.958496
2020-04-21,6880.323242
2020-04-22,7117.20752
2020-04-23,7429.724609
2020-04-24,7550.900879
2020-04-25,7569.936035
2020-04-26,7679.867188
2020-04-27,7795.601074
2020-04-28,7807.058594
2020-04-29,8801.038086
2020-04-30,8658.553711
2020-05-01,8864.766602
2020-05-02,8988.59668
2020-05-03,8897.46875
2020-05-04,8912.654297
2020-05-05,9003.070313
2020-05-06,9268.761719
2020-05-07,9951.518555
2020-05-08,9842.666016
2020-05-09,9593.896484
2020-05-10,8756.430664
2020-05-11,8601.795898
2020-05-12,8804.477539
2020-05-13,9269.987305
2020-05-14,9733.72168
2020-05-15,9328.197266
2020-05-16,9377.013672
2020-05-17,9670.739258
2020-05-18,9726.575195
2020-05-19,9729.038086
2020-05-20,9522.981445
2020-05-21,9081.761719
2020-05-22,9182.577148
2020-05-23,9209.287109
2020-05-24,8790.368164
2020-05-25,8906.93457
2020-05-26,8835.052734
2020-05-27,9181.017578
2020-05-28,9525.750977
2020-05-29,9439.124023
2020-05-30,9700.414063
2020-05-31,9461.058594
2020-06-01,10167.26855
2020-06-02,9529.803711
2020-06-03,9656.717773
2020-06-04,9800.636719
2020-06-05,9665.533203
2020-06-06,9653.679688
2020-06-07,9758.852539
2020-06-08,9771.489258
2020-06-09,9795.700195
2020-06-10,9870.094727
2020-06-11,9321.78125
2020-06-12,9480.84375
2020-06-13,9475.277344
2020-06-14,9386.788086
2020-06-15,9450.702148
2020-06-16,9538.024414
2020-06-17,9480.254883
2020-06-18,9411.84082
2020-06-19,9288.018555
2020-06-20,9332.34082
2020-06-21,9303.629883
2020-06-22,9648.717773
2020-06-23,9629.658203
2020-06-24,9313.610352
2020-06-25,9264.813477
2020-06-26,9162.917969
2020-06-27,9045.390625
2020-06-28,9143.582031
2020-06-29,9190.854492
2020-06-30,9137.993164
2020-07-01,9228.325195
2020-07-02,9123.410156
2020-07-03,9087.303711
2020-07-04,9132.488281
2020-07-05,9073.942383
2020-07-06,9375.474609
2020-07-07,9252.277344
2020-07-08,9428.333008
2020-07-09,9277.967773
2020-07-10,9278.807617
2020-07-11,9240.34668
2020-07-12,9276.5
2020-07-13,9243.614258
2020-07-14,9243.213867
2020-07-15,9192.836914
2020-07-16,9132.227539
2020-07-17,9151.392578
2020-07-18,9159.040039
2020-07-19,9185.817383
2020-07-20,9164.231445
2020-07-21,9374.887695
2020-07-22,9525.363281
2020-07-23,9581.072266
2020-07-24,9536.892578
2020-07-25,9677.113281
2020-07-26,9905.166992
2020-07-27,10990.87305
2020-07-28,10912.82324
2020-07-29,11100.46777
2020-07-30,11111.21387
2020-07-31,11323.4668
2020-08-01,11759.59277
2020-08-02,11053.61426
2020-08-03,11246.34863
2020-08-04,11205.89258
2020-08-05,11747.02246
2020-08-06,11779.77344
2020-08-07,11601.47266
2020-08-08,11754.0459
2020-08-09,11675.73926
2020-08-10,11878.11133
2020-08-11,11410.52539
2020-08-12,11584.93457
2020-08-13,11784.1377
2020-08-14,11768.87109
2020-08-15,11865.69824
2020-08-16,11892.80371
2020-08-17,12254.40234
2020-08-18,11991.2334
2020-08-19,11758.2832
2020-08-20,11878.37207
2020-08-21,11592.48926
2020-08-22,11681.8252
2020-08-23,11664.84766
2020-08-24,11774.5957
2020-08-25,11366.13477
2020-08-26,11488.36328
2020-08-27,11323.39746
2020-08-28,11542.5
2020-08-29,11506.86523
2020-08-30,11711.50586
2020-08-31,11680.82031
2020-09-01,11970.47852
2020-09-02,11414.03418
2020-09-03,10245.29688
2020-09-04,10511.81348
2020-09-05,10169.56738
2020-09-06,10280.35156
2020-09-07,10369.56348
2020-09-08,10131.5166
2020-09-09,10242.34766
2020-09-10,10363.13867
2020-09-11,10400.91504
2020-09-12,10442.1709
2020-09-13,10323.75586
2020-09-14,10680.83789
2020-09-15,10796.95117
2020-09-16,10974.90527
2020-09-17,10948.99023
2020-09-18,10944.58594
2020-09-19,11094.34668
2020-09-20,10938.27148
2020-09-21,10462.25977
2020-09-22,10538.45996
2020-09-23,10225.86426
2020-09-24,10745.54883
2020-09-25,10702.29004
2020-09-26,10754.4375
2020-09-27,10774.42676
2020-09-28,10721.32715
2020-09-29,10848.83008
2020-09-30,10787.61816
2020-10-01,10623.33008
2020-10-02,10585.16406
2020-10-03,10565.49316
2020-10-04,10684.42871
2020-10-05,10804.00098
2020-10-06,10621.66406
2020-10-07,10679.13672
2020-10-08,10923.62793
2020-10-09,11079.46582
2020-10-10,11296.36133
2020-10-11,11384.18164
2020-10-12,11555.36328
2020-10-13,11425.89941
2020-10-14,11429.50684
2020-10-15,11495.34961
2020-10-16,11322.12305
2020-10-17,11358.10156
2020-10-18,11483.35938
2020-10-19,11742.03711
2020-10-20,11916.33496
2020-10-21,12823.68945
2020-10-22,12965.8916
2020-10-23,12931.53906
2020-10-24,13108.0625
2020-10-25,13031.17383
2020-10-26,13075.24805
2020-10-27,13654.21875
2020-10-28,13271.28516
2020-10-29,13437.88281
2020-10-30,13546.52246
2020-10-31,13780.99512
